gene	EarlyMean	PreMeiMean	MeiMean	DICMean
CFAP58-AS1	0	0	0	0
CFAP61	0	5.21746031746032	0.585098522167488	1.71310559006211
CFAP69	0	2.29095238095238	1.59637931034483	0
CFAP70	4.21945908460472	27.8589417989418	107.669433497537	17.367701863354
CFAP74	0	0.66925925925926	1.46618226600985	0.304534161490684
CFAP97	53.7772399445215	173.011058201058	77.9722660098522	56.2419254658385
CFAP99	0	0	0	0
CFB	0	0	0	0
CFC1	0	0	0	0
CFC1B	0	0	0	0
CFD	2.67656033287101	6.37550264550265	2.72997536945813	116.733913043478
CFDP1	316.256303744799	339.650846560847	279.502142857143	231.582236024845
CFH	0	0	0	0
CFHR1	0	0	0	0
CFHR2	0	0	0	0
CFHR3	0	0	0	0
CFHR4	0	0	0	0
CFHR5	0	0	0	0
CFI	0	4.82465608465609	0.491674876847291	0
CFL1	949.771740638003	626.488677248677	268.017216748768	876.201180124224
CFL1P1	0	6.90883597883598	23.8476354679803	6.23527950310559
CFL2	17.8533217753121	129.523227513228	178.408448275862	226.073726708075
CFLAR	334.146823855756	61.1560846560847	82.5208128078818	61.6535403726708
CFLAR-AS1	0	0	0	0
CFP	0	0	0	1.27223602484472
CFTR	0	0	0.00517241379310348	0
CGA	0	0	0	2.32515527950311
CGB	0.401907073509016	0.543862433862434	0.0793596059113301	5.90695652173913
CGB1	0	0.538783068783069	0.38679802955665	0.198447204968944
CGB2	0	1.05878306878307	2.23546798029557	2.09745341614907
CGB5	0	0	0	0
CGB7	0	0.232645502645503	0.045024630541872	1.14670807453416
CGB8	0.483363384188627	0	0	0.0122981366459628
CGGBP1	123.964944521498	82.9722751322751	81.8000492610837	62.1665838509317
CGN	0.578099861303745	5.23402116402116	0.745098522167488	7.25260869565218
CGNL1	0	0.094920634920635	0.512315270935961	10.9400621118012
CGREF1	0	12.7739682539683	2.16743842364532	12.0073291925466
CGRRF1	10.2734257975035	26.2950264550265	37.0643349753695	45.2601242236025
CH17-340M24.3	0.0131484049930653	0.210846560846561	19.6318719211823	27.1224844720497
CH17-360D5.1	0	0	0	0
CH25H	0	0	0	0
CHAC1	0	0	2.94034482758621	6.80627329192547
CHAC2	0.0495977808599169	0.856613756613757	11.0431527093596	28.7518633540373
CHAD	0	0	0	0
CHADL	0	0	0	0.121304347826087
CHAF1A	26.7954715672677	74.2422751322751	161.433669950739	92.0792546583851
CHAF1B	10.8556449375867	37.367671957672	12.5450492610837	11.3733540372671
CHAMP1	1.71953536754508	10.4438095238095	2.59630541871921	5.93906832298137
CHAT	0	0	0	0
CHCHD1	93.172801664355	83.3463492063492	52.0446798029557	76.228447204969
CHCHD10	1.30613037447989	0.0395238095238096	0.014384236453202	0
CHCHD2	908.031414701803	827.911428571428	539.694655172414	738.828695652174
CHCHD3	92.9713037447989	65.6766137566138	54.6751477832512	47.341801242236
CHCHD4	72.4673717059639	71.4965608465609	39.8322413793103	24.0076397515528
CHCHD5	58.0000346740638	40.9591005291005	17.2351231527094	27.6040372670808
CHCHD6	13.9995977808599	26.2281481481482	36.427315270936	46.8203105590062
CHCHD7	58.4716643550624	40.7815343915344	144.515935960591	148.07099378882
CHD1	148.586719833565	113.231693121693	198.882783251232	150.387204968944
CHD1L	107.681081830791	127.133544973545	33.7436699507389	64.4583850931677
CHD2	177.239812760055	152.144656084656	278.177142857143	179.482795031056
CHD3	9.36542995839113	86.6692592592593	64.9638916256158	56.4219875776398
CHD4	163.612163661581	184.569523809524	243.992807881773	220.587204968944
CHD5	0	0.553174603174604	0.611995073891626	0
CHD6	203.787531206657	198.42380952381	178.286798029557	214.948136645963
CHD7	38.9000624133148	96.9658201058201	132.078399014778	230.108757763975
CHD8	43.7302981969487	32.5930687830688	99.5189408866995	62.181801242236
CHD9	109.996643550624	126.114973544974	254.320197044335	79.0556521739131
CHDH	0	0	0	0.0438509316770188
CHEK1	158.674084604716	87.3410052910053	120.271600985222	44.2688819875777
CHEK2	127.395457697642	82.2557142857143	36.733842364532	22.9906211180124
CHEK2P2	0	17.9549735449735	65.9683743842365	44.9127950310559
CHERP	2.73421636615811	1.96582010582011	2.93709359605911	2.46
CHFR	15.8261303744799	33.2205291005291	14.4033251231527	18.0306832298137
CHGA	0	0	0.0993349753694582	0.344782608695653
CHGB	32.0158321775312	51.9251322751323	13.2221921182266	0.378571428571429
CHI3L1	0	0	0	0
CHI3L2	0	0	0	0
CHIA	0	0	0	0
CHIAP2	0	0	0	0
CHIC1	1.26609570041609	2.29047619047619	1.30426108374384	6.74919254658385
CHIC2	26.0230235783634	73.7337037037037	445.888768472906	217.682919254658
CHID1	62.0880305131761	173.979576719577	127.653251231527	110.912236024845
CHIT1	0	0	0	0
CHKA	2.02886269070735	24.8631746031746	29.9492857142857	26.1354037267081
CHKB	0.592052704576977	0.597142857142857	0.15435960591133	0
CHKB-AS1	0.231484049930652	1.44116402116402	0.0306896551724138	0.123478260869566
CHKB-CPT1B	0	0	0	0
CHL1	0	0	0	0
CHL1-AS1	0	0	0	0
CHM	45.8875173370319	11.1697883597884	10.7135714285714	8.95614906832298
CHML	0.359216366158114	8.45719576719577	20.5670935960591	23.0471428571429
CHMP1A	39.2273855755895	18.4631216931217	27.3493349753695	29.7001242236025
CHMP1B	58.1967267683773	12.808835978836	14.6624630541872	31.4911801242236
CHMP1B2P	0.078855755894591	0	0.0262315270935961	1.0376397515528
CHMP2A	139.531976421637	334.372328042328	100.653300492611	208.00900621118
CHMP2B	79.3671220527046	60.2875661375661	253.067413793103	240.703416149068
CHMP3	0	1.12359788359789	0.242586206896552	7.62086956521739
CHMP4A	43.3192718446602	0.378042328042328	0.276059113300493	1.17546583850932
CHMP4B	0.137233009708738	0.53015873015873	2.0626354679803	2.14409937888199
CHMP4C	0	0	0	0
CHMP5	100.12741331484	109.044285714286	118.821502463054	148.011366459627
CHMP6	13.7300208044383	26.7570899470899	20.5075369458128	22.3903726708075
CHMP7	21.8883079056865	34.2255555555556	23.6332019704433	33.4494409937888
CHN1	41.2603051317614	16.9585714285714	27.8393103448276	86.0739751552795
CHN2	7.58606102635229	0.25941798941799	0.803078817733991	49.7185714285714
CHODL	2.29612343966713	0	0	0.241863354037267
CHODL-AS1	0	0	0	0
CHORDC1	56.3771983356449	86.7353968253968	182.241354679803	251.185838509317
CHP1	113.137836338419	33.6449735449735	3.24512315270936	12.7612422360248
CHP2	0	0	0	0
CHPF	2.48695561719834	0.938253968253969	0.742290640394089	5.98173913043478
CHPF2	0.130742024965326	0	4.624039408867	2.14987577639752
CHPT1	4.13796116504854	9.5368253968254	3.32889162561576	0
CHRAC1	27.9662413314841	28.4756084656085	42.6145566502463	7.88341614906833
CHRD	0	0	0	0
CHRDL1	0	0	0	0
CHRDL2	0	0	0	0.0686956521739133
CHRFAM7A	0	0.0635449735449736	0.746083743842365	1.30888198757764
CHRM1	0	0	0	0
CHRM2	0	0	0	0
CHRM3	2.47134535367545	0.348042328042328	3.64029556650246	3.55105590062112
CHRM3-AS1	0	0	0	0
CHRM3-AS2	0	0	0	0
CHRM4	0	0	0	0
CHRM5	0	0	0	0.0108074534161491
CHRNA1	0	0	0	0
CHRNA10	0	0	0	0
CHRNA2	0	0	0	0
CHRNA3	5.85231622746186	21.7391534391534	1.04512315270936	158.303354037267
CHRNA4	0	0	0	0
CHRNA5	1.24987517337032	0.595925925925927	1.36411330049261	6.39770186335404
CHRNA6	0	0	0	0
CHRNA7	0.778862690707351	0.366190476190476	11.6231280788177	55.492298136646
CHRNA9	0	0	0	0
CHRNB1	3.65828710124827	1.63994708994709	0.548152709359606	0.687142857142857
CHRNB2	0	0	0	0
CHRNB3	0	0	0	0
CHRNB4	0.0724479889042997	0	0	0.446708074534162
CHRND	0	0	0	0
CHRNE	0	0.232962962962963	0	12.2086335403727
CHRNG	0	0	0	0
CHST1	0	0	0	0
CHST10	9.6793411927878	13.6190476190476	4.05041871921182	3.62701863354037
CHST11	0	0	0	0
CHST12	19.4639251040222	5.33190476190476	7.62736453201971	17.8977639751553
CHST13	0	0.0401587301587302	0	0.0954037267080748
CHST14	2.12556171983357	0	0	0
CHST15	6.24553398058253	3.19767195767196	5.19743842364532	11.1283850931677
CHST2	18.2920735090153	0.478359788359789	0	0.522422360248448
CHST3	0	2.27640211640212	0.0111330049261084	0.199254658385093
CHST4	0	0	0	0
CHST5	0	0	0	0
CHST6	0.126893203883495	0	0.38371921182266	0.873850931677019
CHST7	0	0	1.5120197044335	0.0231055900621119
CHST8	0	0	0	0
CHST9	0	0	0.0561330049261084	0
CHSY1	4.16656033287101	11.0407407407407	15.9245812807882	10.2214285714286
CHSY3	0	0	0	0
CHTF18	10.8098196948682	26.5774603174603	12.5381527093596	11.0073291925466
CHTF8	36.6271012482663	56.7951851851852	56.9222413793103	52.1028571428572
CHTOP	180.106102635229	167.455978835979	261.921625615764	150.935217391304
CHUK	4.81033980582524	21.6803703703704	17.0656896551724	7.06124223602485
CHURC1	131.50105409154	156.124867724868	97.0459852216749	150.913291925466
CHURC1-FNTB	0	0	0	0
CIAO1	107.692323162275	150.197777777778	95.9417733990148	74.2257763975155
CIAPIN1	119.502614424411	143.465502645503	309.413768472906	197.775341614907
CIART	40.735319001387	48.2471957671958	105.94	118.738633540373
CIB1	45.6316504854369	112.297513227513	33.0136945812808	40.2645341614907
CIB2	0.921692094313454	12.2857142857143	9.33288177339902	8.4844099378882
CIB3	0	0	0	0
CIB4	0	0	0	0
CIC	3.90649791955617	7.21058201058201	10.7242118226601	11.5341614906832
CIDEA	0	0	0	0
CIDEB	0	0	0	0
CIDEC	0	0.0190476190476191	0.0654679802955665	0.0444099378881988
CIDECP	22.6809986130374	19.7995238095238	18.5287192118227	53.4572670807454
CIITA	0	0	0	0
CILP	0	0.0311111111111112	0.13179802955665	0.904472049689441
CILP2	0.00671289875173375	0.0342857142857144	0	0
CINP	31.8555617198336	31.0597883597884	26.2320689655172	61.8216770186336
CIPC	0.819334257975035	12.5379365079365	42.2525123152709	7.182049689441
CIR1	69.1195145631068	70.5914285714286	104.331280788177	162.119875776398
CIRBP	240.368321775312	319.07328042328	202.987118226601	272.810124223603
CIRBP-AS1	0	0	0	0
CIRH1A	122.451220527046	166.79746031746	210.948571428571	170.20850931677
CISD1	220.116497919556	158.145767195767	135.39236453202	229.786956521739
CISD2	65.8181067961165	69.4598941798942	283.59275862069	198.358695652174
CISD3	9.90501386962552	18.8880423280423	8.09145320197045	6.24149068322982
CISH	0	0.0204761904761905	0.0566748768472907	0.203416149068323
CISTR	0	0	0	0
CIT	13.7175104022191	12.6073015873016	2.77133004926108	39.4613664596273
CITED1	0	0	3.75591133004926	6.29409937888199
CITED2	0.185353675450763	0.231216931216931	0.506896551724138	1.75347826086957
CITED4	0	0.0317460317460318	0	0
CIZ1	17.0715048543689	23.0754497354497	10.8342857142857	10.75
CKAP2	227.125034674064	383.581322751323	395.336822660099	225.605838509317
CKAP2L	68.5216088765603	85.3837037037037	94.2856403940887	13.8711801242236
CKAP4	4.57648404993065	37.6401587301587	34.7454679802956	80.3458385093168
CKAP5	196.99193481276	244.217936507936	468.599384236453	156.29099378882
CKB	111.224133148405	164.870634920635	5.64362068965517	11.1013043478261
CKLF	16.0519972260749	55.642962962963	75.9974630541872	25.7170186335404
CKLF-CMTM1	0	0	0	0
CKM	0	0	0	0
CKMT1A	0.818370319001388	0	0	0
CKMT1B	6.47209431345354	0	0	0.76192546583851
CKMT2	0.512156726768378	0.243015873015873	0	9.68919254658385
CKMT2-AS1	0.806331484049931	0.0190476190476191	3.70332512315271	12.0267701863354
CKS1B	565.092552011096	391.994973544974	109.050763546798	276.704596273292
CKS2	728.572246879334	1955.74846560847	1530.0152955665	917.041925465839
CLASP1	18.5668030513176	38.7192063492064	23.0708866995074	33.2605590062112
CLASP2	15.0507975034674	35.6830687830688	37.090197044335	36.5424223602485
CLASRP	14.2880235783634	20.985873015873	36.4634729064039	12.9334161490683
CLC	0	0	0	0
CLCA1	0	0	0	0
CLCA2	0	0	0	0
CLCA3P	0	0	0.219236453201971	0.399254658385094
CLCA4	0	0	0.0552463054187193	0.354596273291926
CLCC1	22.5961442441054	21.6413227513228	14.6925123152709	9.39304347826087
CLCF1	0	0	0	0
CLCN1	0	0	0	0
CLCN2	0	0.026984126984127	5.10943349753695	0.40416149068323
CLCN3	11.3884882108183	25.1501058201058	22.2742118226601	18.0078881987578
CLCN4	0	0	0	1.10857142857143
CLCN5	12.5845492371706	15.5622222222222	27.7122413793103	39.9536645962733
CLCN6	6.6344452149792	17.0035978835979	9.73901477832512	14.2291304347826
CLCN7	2.65380721220527	7.6084126984127	8.07866995073892	6.69770186335404
CLCNKA	0	0	0	0
CLCNKB	0	0	0.193399014778325	0
CLDN1	0	0	0	0
CLDN10	14.2587517337032	10.5322751322751	4.57248768472907	75.9872049689441
CLDN10-AS1	0	0	0	0
CLDN11	0	1.08904761904762	0	0
CLDN12	3.81840499306519	9.10021164021164	14.0006157635468	25.4383229813665
CLDN14	0	0	0	1.58608695652174
CLDN15	5.08882801664355	0.026984126984127	2.59475369458128	1.32701863354037
CLDN16	0	0	0	0
CLDN17	0	0	0	0
CLDN18	0	0.513544973544974	18.4482019704434	21.0145341614907
CLDN19	0	0	0	0
CLDN2	0	0	0	0
CLDN20	0	0	0	0
CLDN22	0	0	0	0
CLDN23	0	0	0	0.631739130434783
CLDN24	0	0	0	0
CLDN25	0	0	0	0
CLDN3	0	0	0	0
CLDN34	0	0	0	0
CLDN4	0	0	0	0
CLDN5	0	4.32433862433863	0	0
CLDN6	13.5522884882108	0	0	0
CLDN7	33.6902843273232	11.2043386243386	0	0.182546583850932
CLDN8	0	0	0	0
CLDN9	0	0	0	0
CLDND1	68.0076213592233	49.0124867724868	43.813645320197	54.0340372670808
CLDND2	0	0	0	0
CLEC10A	0	0	0	0.348881987577641
CLEC11A	12.0654091539528	5.21116402116402	1.10987684729064	4.84186335403727
CLEC12A	0	0	0	0
CLEC12B	0	0	0	0
CLEC14A	0	0	0	0
CLEC16A	2.27282246879334	2.39582010582011	13.5645812807882	45.2975776397516
CLEC17A	0	0	0.0961822660098523	0
CLEC18A	0	0	0	0
CLEC18B	0	0	0.0148768472906404	0
CLEC18C	0	0	0	0
CLEC19A	0	0	0	0
CLEC1A	0	4.48603174603175	11.0093103448276	0.399130434782609
CLEC1B	0	0	0	0
CLEC2A	0	0	0	0
CLEC2B	0	0	0	0
CLEC2D	2.71368932038835	2.35306878306878	5.39307881773399	6.81509316770187
CLEC2L	0	0.201640211640212	0.31192118226601	3.55149068322982
CLEC3A	0	0	0	0.969627329192547
CLEC3B	0	0	0	0
CLEC4A	0	0	0	0
CLEC4C	0	3.60058201058201	3.57445812807882	40.077950310559
CLEC4D	21.3834257975035	0	0	0
CLEC4E	0	0	0	0
CLEC4F	0	0	0	0
CLEC4G	0	2.83518518518519	0	0.226583850931678
CLEC4GP1	0	0	0	0
CLEC4M	0	0	0.0382266009852217	0
CLEC5A	0	0	0	0
CLEC6A	0	0	0	0
CLEC7A	0.0611234396671291	0.0723809523809525	2.68401477832512	2.29062111801242
CLEC9A	0.287267683772539	0	0	0
CLECL1	0	0	0	0
CLGN	0	3.87185185185185	34.9520443349754	0
CLHC1	3.95847434119279	0.578095238095239	3.76566502463054	0.0690683229813666
CLIC1	131.357170596394	40.3540211640212	18.0194581280788	6.29434782608696
CLIC2	0	0	0	0
CLIC3	0	0	0	0
CLIC4	119.112045769764	98.2965079365079	125.188128078818	140.528571428571
CLIC5	0	0	0	0
CLIC6	0	0	0	0
CLINT1	73.9638626907074	179.426243386243	129.205517241379	208.806397515528
CLIP1	112.098495145631	122.725502645503	116.569458128079	205.974161490683
CLIP1-AS1	0	0	0	0
CLIP2	1.85698335644938	0.625238095238096	0	0.789378881987578
CLIP3	4.01850901525659	3.66666666666667	0.250172413793104	0.109937888198758
CLIP4	0.0298890429958392	2.20380952380952	26.9834236453202	72.7111801242236
CLK1	119.378765603329	88.9500529100529	164.899901477832	193.987577639752
CLK2	11.9111789181692	5.28433862433863	3.78418719211823	6.42888198757764
CLK2P1	0	0	2.34137931034483	0
CLK3	22.5898821081831	57.8835978835979	76.3337684729064	60.4588198757764
CLK4	42.9959570041609	33.9636507936508	49.5164532019704	51.3537267080745
CLLU1	0	0	0	0
CLLU1OS	0	0	0	0
CLMN	5.08936893203884	24.0885185185185	11.7534729064039	42.1886956521739
CLMP	0	0	0.0384236453201971	0.307080745341615
CLN3	61.114680998613	19.7111111111111	12.3814285714286	27.5268322981367
CLN5	27.1028432732316	21.0220634920635	20.9215763546798	21.9839130434783
CLN6	7.41438973647712	9.02481481481482	2.97953201970443	9.1036645962733
CLN8	33.7801803051318	20.3785185185185	50.8506403940887	11.2719875776398
CLNK	0	0	0.0448029556650247	0
CLNS1A	37.609625520111	130.324814814815	302.373719211823	133.555590062112
CLOCK	61.0956102635229	138.377354497355	181.455246305419	250.104844720497
CLP1	36.6784882108183	18.8927513227513	21.6674137931034	22.485900621118
CLPB	8.20479889042996	6.64793650793651	7.40310344827586	19.5224223602485
CLPP	114.135346740638	50.7143386243386	38.4525369458128	44.7403726708075
CLPS	0	0	0	0.448074534161491
CLPSL1	0	0	0	0
CLPSL2	0	0	0	0
CLPTM1	24.870894590846	18.8534920634921	19.2495566502463	52.1237888198758
CLPTM1L	41.1357558945908	121.125714285714	85.6043842364532	58.3529813664596
CLPX	78.1422607489598	33.697619047619	58.9746059113301	43.1190683229814
CLRN1	0	0	0	0
CLRN1-AS1	0	0	0	0
CLRN2	0	0	0	0
CLRN3	0	0	0	0
CLSPN	281.572579750347	578.59	598.414458128079	129.439627329193
CLSTN1	40.7995284327323	33.7317989417989	38.1039655172414	50.3977639751553
CLSTN2	0	0	0	2.53198757763975
CLSTN2-AS1	0	0	0	0
CLSTN3	0.55745492371706	0.305925925925926	3.04874384236453	2.51614906832298
CLTA	317.168210818308	438.157195767196	312.357660098522	442.031118012422
CLTB	1.97823162274619	6.11301587301588	10.6240886699507	11.492049689441
CLTC	198.338522884882	157.519788359788	158.946428571429	147.197204968944
CLTCL1	0	3.77227513227513	16.4424384236453	4.22844720496895
CLU	6.09987517337032	5.43846560846561	7.70862068965517	11.9948447204969
CLUAP1	76.6973092926491	132.240423280423	216.79354679803	119.666832298137
CLUH	10.4488002773925	12.6818518518519	17.1276354679803	59.8274534161491
CLUHP3	1.91022191400832	1.56444444444444	2.83155172413793	1.1188198757764
CLUL1	2.2677947295423	1.8984126984127	0.229802955665025	22.1703105590062
CLVS1	0	0	0	0
CLVS2	0	0	0	0
CLYBL	8.07073509015257	4.58994708994709	1.01756157635468	9.7048447204969
CLYBL-AS1	0	0	0	0
CLYBL-AS2	0	0	0	0
CMA1	0	0	0	0
CMAHP	0	0	0	0.618385093167703
CMAS	89.9111165048544	203.370105820106	173.170197044335	63.8245341614907
CMBL	0.860825242718447	1.79386243386243	0.100714285714286	1.07621118012422
CMC1	186.086442441054	104.916349206349	80.5152709359606	82.6681366459627
CMC2	219.164160887656	146.69962962963	378.101527093596	216.705838509317
CMC4	31.977427184466	61.6716931216931	55.0368965517241	142.21801242236
CMIP	2.32448682385576	3.80132275132275	0.753374384236454	0.327142857142857
CMKLR1	0	0	0	2.00975155279503
CMPK1	24.1289528432732	62.2829100529101	36.3283004926108	92.7026708074534
CMPK2	0	2.98687830687831	0	0
CMSS1	127.352108183079	71.5175132275132	115.232019704433	35.8237267080745
CMTM1	0	0	0	0
CMTM2	0	0	0	0
CMTM3	0.11493758668516	0.301957671957672	0	0
CMTM4	23.3032316227462	12.2018518518519	29.9393596059113	41.6745341614907
CMTM5	0	0	0	0
CMTM6	79.5188696255201	18.4091534391534	35.2138177339902	75.3974534161491
CMTM7	4.1278640776699	61.9647619047619	10.6667733990148	42.7811801242236
CMTM8	0	0	0	0
CMTR1	18.4985644937587	20.7269841269841	51.7075615763547	21.8506211180124
CMTR2	1.26502080443828	2.2826455026455	16.7041625615764	9.26608695652174
CMYA5	4.62160194174757	7.9515873015873	8.91647783251232	18.0372049689441
CNBD1	0	0	0	0
CNBD2	0	0.77936507936508	3.99729064039409	4.72018633540373
CNBP	1179.130110957	1048.45296296296	874.930295566502	739.133726708075
CNDP1	0	0	0	0.340310559006212
CNDP2	37.219479889043	47.3989947089947	5.06849753694581	21.5276397515528
CNEP1R1	29.6837031900139	26.9489417989418	22.8470197044335	11.992049689441
CNFN	5.3028294036061	0.691851851851852	0	0
CNGA1	6.77349514563107	0	0.00502463054187195	0
CNGA2	0	0	0	0
CNGA3	0	0	0	0
CNGA4	0	0	0	0
CNGB1	0	0	0	8.15962732919255
CNGB3	0	0	0	0
CNIH1	102.328973647712	77.1327513227513	46.8574384236453	68.3557142857143
CNIH2	0.029119278779473	0	0	0
CNIH3	0	0.517777777777778	0	1.5916149068323
CNIH4	314.002572815534	256.742486772487	174.553275862069	142.346956521739
CNKSR1	0.300970873786408	1.53322751322751	0.084704433497537	7.03490683229814
CNKSR2	0.0122538141470181	13.6493121693122	29.7934729064039	19.0172049689441
CNKSR3	0	0.0732804232804234	0	0
CNN1	0.613467406380028	2.56126984126984	0.282167487684729	15.0021118012422
CNN2	83.5810194174757	28.6189417989418	0.3464039408867	1.07354037267081
CNN3	80.1866504854369	111.87455026455	23.7176354679803	189.976273291926
CNNM1	0.0975242718446604	0	0	0.59304347826087
CNNM2	0.0219001386962553	0.026984126984127	0.263546798029557	9.06875776397516
CNNM3	107.431033287101	67.5980952380952	15.1694581280788	11.1687577639752
CNNM4	2.73235783633842	3.96380952380952	7.70568965517241	1.97850931677019
CNOT1	58.1881345353675	121.699735449735	89.4797536945813	115.461118012422
CNOT10	50.2352704576976	88.8301058201058	97.8120689655173	64.6449689440994
CNOT11	5.89957697642164	17.7005291005291	51.1797044334975	95.5432919254659
CNOT2	97.555520110957	84.9056613756614	63.8180541871921	94.2218633540373
CNOT3	6.79656726768377	10.1633862433862	21.9139408866995	10.4931055900621
CNOT4	61.556359223301	96.8689947089947	136.629433497537	135.18198757764
CNOT6	8.09407766990291	16.1860317460317	34.8869704433498	14.7167701863354
CNOT6L	18.7874479889043	48.8491005291005	81.3623645320197	65.3383850931677
CNOT7	273.926601941748	203.826878306878	156.963990147783	183.966459627329
CNOT8	34.3554646324549	32.5831216931217	54.6804433497537	43.195900621118
CNP	6.12646324549237	59.7130158730159	19.9858128078818	40.4786956521739
CNPPD1	40.8678779472954	84.6551322751323	58.0431034482759	35.9209937888199
CNPY1	0	0	0	0
CNPY2	228.597995839112	127.564814814815	109.729384236453	76.2170807453416
CNPY3	82.2777669902913	92.3743386243386	55.9626108374384	94.7198757763975
CNPY4	2.62751040221914	4.13756613756614	0.18307881773399	0.263664596273292
CNR1	0	0.158888888888889	0	0
CNR2	0	0	0	0
CNRIP1	2.79813453536755	1.73037037037037	15.1187931034483	211.44900621118
CNST	14.1140915395284	23.9639682539683	20.7666748768473	17.3567701863354
CNTD1	0	6.26449735449736	55.3516256157636	2.26298136645963
CNTD2	0	0	0	26.0644099378882
CNTF	0	0	0	0
CNTFR	1.49425797503467	17.5190476190476	3.21940886699507	1.52186335403727
CNTFR-AS1	0	0	0	0
CNTLN	114.404812760055	95.5364021164021	234.735344827586	64.2955279503106
CNTN1	0	0	0	0
CNTN2	0	0	0	0
CNTN3	0	0	0.00472906403940889	0.18
CNTN4	0.0986546463245493	0.806931216931218	0.0533004926108375	37.1855279503106
CNTN4-AS1	0	0	0	0
CNTN4-AS2	0	0	0	0
CNTN5	0	0	0	2.54478260869565
CNTN6	0	0	0	3.7176397515528
CNTNAP1	0	0.185449735449736	0.105788177339902	0
CNTNAP2	0.238356449375867	3.12518518518519	0.156527093596059	134.164347826087
CNTNAP3	0.478217753120666	1.13174603174603	1.06226600985222	0.52055900621118
CNTNAP3B	0	0.0885714285714286	0	0
CNTNAP3P2	0	0	0	0
CNTNAP4	0	0	0.217832512315271	1.62155279503106
CNTNAP5	0	0	0	0
CNTRL	21.4424202496533	100.227777777778	357.91645320197	92.8811180124224
CNTROB	2.46040221914008	2.09984126984127	3.62551724137931	4.31739130434783
COA1	75.3304299583911	111.261111111111	166.054261083744	142.597453416149
COA3	203.094244105409	207.830211640212	118.614630541872	253.523167701863
COA4	114.720977808599	42.9928042328042	14.6804187192118	33.5769565217391
COA5	26.5143550624133	31.0731746031746	123.481674876847	88.9636024844721
COA6	81.7268515950069	68.2249735449735	68.4602709359606	89.1858385093168
COA7	75.781705963939	24.351164021164	7.3248275862069	17.0576397515528
COASY	40.5537031900139	66.4188888888889	36.7210098522167	75.5971428571429
COBL	3.01094313453537	4.03417989417989	1.21495073891626	5.56745341614907
COBLL1	4.24833564493759	25.3878306878307	18.3549014778325	70.0429192546584
COCH	0.48746879334258	9.43994708994709	12.5431527093596	114.602795031056
COG1	7.1029334257975	6.23724867724868	4.42401477832512	3.17527950310559
COG2	29.7996879334258	30.4396296296296	27.2893842364532	27.7914906832298
COG3	6.42859223300971	8.55587301587302	16.083078817734	14.2332919254658
COG4	62.3280027739251	84.9160317460317	154.930418719212	63.8786956521739
COG5	22.5840568654646	52.1270899470899	40.2377339901478	83.4652795031056
COG6	22.9564563106796	95.6361375661376	119.137709359606	68.6569565217391
COG7	16.279160887656	24.8570899470899	25.7273891625616	7.05596273291926
COG8	8.31290568654646	1.17740740740741	0.480911330049261	1.84142857142857
COIL	126.153418862691	62.6731746031746	81.7682019704434	149.273416149068
COL10A1	0	0	0	0
COL11A1	0	0.38936507936508	10.7920935960591	10.0300621118012
COL11A2	0	0.373121693121693	0.690147783251232	0
COL12A1	0	0	0	0
COL13A1	0	0	0	0
COL14A1	0.360873786407767	1.42529100529101	7.21761083743843	0
COL15A1	0	0	0	0
COL16A1	0	0	9.28891625615764	0
COL17A1	1.71553398058253	0	16.2201477832512	2.54894409937888
COL18A1	0.012988904299584	0.872116402116403	1.08793103448276	8.18049689440994
COL18A1-AS1	0	0	0	0
COL18A1-AS2	0	0	0	0
COL19A1	0	0.201534391534392	1.74958128078818	0.0963354037267082
COL1A1	0.298120665742025	0.155820105820106	0.0126108374384237	0
COL1A2	33.211386962552	2.25402116402116	1.32539408866995	18.4930434782609
COL20A1	0	0	0	0
COL21A1	0	0	0	0
COL22A1	12.1926837725381	2.73883597883598	1.65770935960591	25.1531677018634
COL23A1	3.17690707350902	0	0	0
COL24A1	0	0.038888888888889	2.84194581280788	0
COL25A1	0	0	2.48532019704434	0.100745341614907
COL26A1	0	0	0.00399014778325125	0.0714285714285716
COL27A1	2.96712205270458	6.02021164021164	0.0984729064039409	0
COL28A1	0	0	0.758226600985222	0.739378881987578
COL2A1	0	0	0	0
COL3A1	0.220242718446602	3.04952380952381	1.19064039408867	0.696086956521739
COL4A1	91.9499029126214	1.06222222222222	0.279408866995074	0.265403726708075
COL4A2	57.8686962552011	4.18513227513228	2.69687192118227	3.93832298136646
COL4A2-AS1	0	0	0	0
COL4A3	0	0.0160317460317461	0.412512315270936	0
COL4A3BP	187.47213592233	111.114603174603	75.0522906403941	72.297950310559
COL4A4	0	0	0.0461576354679804	0.678509316770187
COL4A5	27.5983079056865	20.2564021164021	64.9683004926108	46.3590062111801
COL4A6	6.58232316227462	6.73719576719577	1.34273399014778	0.186770186335404
COL5A1	0.889257975034675	3.83566137566138	0.177733990147783	11.8691304347826
COL5A2	0.0822468793342581	2.74021164021164	16.1960344827586	1.98248447204969
COL5A3	0.0367614424410542	0	0	0
COL6A1	0.640201109570042	16.0317989417989	13.3120197044335	15.124347826087
COL6A2	0.467794729542303	10.2414285714286	6.10399014778325	6.37068322981367
COL6A3	0	0	0	0.0190062111801243
COL6A4P1	0	0	0	0
COL6A4P2	0	0	0	0
COL6A5	0	0	1.98177339901478	8.70229813664597
COL6A6	0.133904299583911	0	0	34.2553416149068
