average_zygote	average_Twocell	average_Fourcell	average_Eightcell	average_Morula
FBXL13	10.0331325314286	7.59006471995238	14.4977925189762	2.08266534928572	1.62876293080357
FBXL14	6.06435262957143	3.723729489	6.01754173004762	1.10031354171429	0.462593832089286
FBXL15	3.12760204771429	2.63662025504762	7.38526123714286	0.974323798571429	5.98314797294643
FBXL16	1.01345869747619	0.963772132714286	1.96353721385714	1.14146600108508e-18	0.723049790089286
FBXL17	5.57063994871429	2.25009258866667	4.13694023916667	0.0352796480714286	0.25664976675
FBXL18	11.0521795451429	13.4651694472381	9.70550308542857	5.26772762385714	5.37840901503571
FBXL19	4.40349303947619	5.64090652447619	1.67829573259524	0.999089098928572	0.464010558285714
FBXL19-AS1	0.214283402476191	0.35649493247619	0.0989081365	10.0187036287143	7.57716047776786
FBXL2	26.9913171295238	18.7564637080952	28.7910747452381	16.4541575326429	3.90430066678571
FBXL20	46.5735942019048	42.4843216028571	43.543161677381	82.1991398871429	94.8379769867857
FBXL21	1.23417135309524	1.42483473128571	0.855888790714286	1.7205430865	0.209348728464286
FBXL22	16.2885642195238	15.0835400190476	12.4065531042857	6.23105031142857	1.27750219189286
FBXL3	38.980975497619	23.2023526357143	19.8322206218571	117.580532654286	24.7315104183929
FBXL4	0.875892142809524	0.937589902571429	0.0597193801904762	7.92355492564286	8.23022479210714
FBXL5	212.991554295238	209.862345742857	253.865441614286	106.209629052143	31.1217160666071
FBXL6	7.83282427357143	8.32911610680952	13.4940652039524	5.83094964671429	1.385688464375
FBXL7	102.89592878381	104.09772281381	105.065396602857	6.14720188221429	0.189040728232143
FBXL8	0.018484307	0.0246499092857143	0.0260938516666667	0	0.0327587280178571
FBXO10	39.6453714314286	30.8109757666667	49.5522980816667	11.4754066293571	5.69161748096429
FBXO11	85.8302671457143	88.74527629	59.5371155802381	37.1651730471429	30.4453246892857
FBXO15	7.232823104	5.4933913162381	26.9316394066667	3.663658151	0.143389822571429
FBXO16	25.2809270414286	10.0840269537619	36.1292141395238	2.3391881165	0.105598234267857
FBXO17	0	0.0587744744761905	0.0054627880952381	0.962033105928571	14.8648667444107
FBXO18	97.3896636514286	88.0372629733333	129.029448490952	29.1027840892857	25.696104379
FBXO2	0.855231480142857	0.289929839142857	0.0190855828571429	1.82351554107143	1.41310175544643
FBXO21	4.78311087066667	2.00872909914286	5.097744809	17.608519917	27.9990414580357
FBXO22	5.18198076642857	3.30313830385714	1.81755952766667	7.10751841214286	14.5890884055357
FBXO22-AS1	0	0	0	0	0
FBXO24	0.388120509761905	0.335691008666667	0.0631256601428572	1.14146600108508e-18	0.327064333
FBXO25	85.2912041995238	73.0845186219048	51.7243753414286	13.5571335567143	22.0808504435714
FBXO27	166.576208971429	158.222041266667	119.268357783333	9.45308991964286	23.4936711220357
FBXO28	37.4274742728571	31.6074017471429	59.4503215033333	129.303523314286	58.6495237910714
FBXO3	15.820575807619	11.5413931137619	13.4713029956905	16.381397831	11.0880331659643
FBXO3-AS1	0.113264224428571	0.0863921249047619	0	0.00559932200000002	0.0143679661071429
FBXO30	113.186062506667	62.0401467747619	56.7100184640476	12.4494625785714	3.03480010419643
FBXO31	1.088126933	1.21776958304762	2.42265256830952	108.80277749	71.88729856875
FBXO32	5.53758404938095	3.0976548052381	11.0098775437857	3.38963069464286	19.2621886586786
FBXO33	79.7403749161905	43.702088792381	28.8941073928571	177.734723021429	16.7747126368929
FBXO34	131.794268380952	80.6547939190476	186.519071554762	17.3558485897857	9.86950234726786
FBXO36	3.21717648842857	1.78831879571429	4.42670195990476	2.7156398865	7.99020268803571
FBXO38	54.207696562381	34.801537052381	49.4528745907143	9.81064878078571	10.2053804012857
FBXO39	0	0	0	0	0
FBXO4	1.40186124252381	1.42885268990476	1.29538263735714	4.79044978288609e-18	0.276933301053571
FBXO40	0.161728185904762	0.163967361714286	0	1.47068505557143	0.141091869428572
FBXO41	10.2831234566667	9.93428155114286	10.4392779869762	1.74753465542857	0.201182312767857
FBXO42	19.5357559190476	13.336652898	10.7859651546905	7.31651553135714	7.29729390589286
FBXO43	97.6307884357143	57.4355758909524	68.5944673704762	2.59416135778571	3.25375803178571
FBXO44	0.058957095	0.131542791428571	0	0.903027191857143	0.744644106464286
FBXO45	385.995505361905	272.105867776191	115.530198737143	181.823531857143	87.1371164730357
FBXO46	4.15516538576191	4.05116601380952	1.64762009152381	6.00194794342857	10.1378015336607
FBXO47	2.74341541871429	1.4240970227619	1.4654658692381	0.390346618071429	0
FBXO48	0.606680884809524	1.03108067147619	0.17635704247619	0.304979206357143	1.00145215496429
FBXO5	385.180436614286	124.826232030476	85.9399484592857	539.142401542857	312.046473891071
FBXO6	0.510676678095238	0.696620839095238	0.267598324142857	6.79310671757143	8.42240478241071
FBXO7	125.670891590476	85.3766947819048	98.9794171488095	39.4469371078571	110.908826020179
FBXO8	32.9120429871429	35.9880403595238	40.1281329030952	19.3485816427857	11.1084767389643
FBXO9	38.2282572461905	22.2657905180952	47.8688450033333	6.70037088321429	29.1211325991071
FBXW10	0	0.0664844780476191	0.0693031496428572	0.0228782933571429	1.02431535878571
FBXW11	105.465497677143	62.5780375609524	76.7505113402381	76.82566545	42.9304768667857
FBXW12	136.245905671429	82.8284480357143	141.482411514286	23.8271937692143	1.72477498667857
FBXW2	52.3203377738095	49.1288558947619	52.0591527188095	32.9000979021429	21.0005182676786
FBXW4	6.09808692966667	5.31221928695238	8.41473874526191	0.288340724571429	1.30833905151786
FBXW4P1	0.171506528095238	0.394132537333333	0.380439771904762	7.50445772214286	2.28389645410714
FBXW5	0.102701763285714	0.00342320238095238	0.0239462061666667	10.8945355592857	20.52771647875
FBXW7	81.9567606228572	59.5216513028571	69.3814883828571	493.872998728571	141.92244760875
FBXW8	0.865911353476191	0.803485641285714	0.157945351642857	0.3148787585	0.445329870017857
FBXW9	4.75347147233333	3.89528305523809	8.65412037457143	9.39933426128571	9.28196980501786
FCAMR	0	0	0	0	0
FCAR	0.03930473	0.0314601584285714	0.00760461252380953	0	0.050368990875
FCER1A	0	0	0	0	0
FCER1G	0.019652365	0.0916237245714286	0.548636047547619	0.0143276815714286	0
FCER2	0	0.0335295492380952	0.0437007724761905	0	0
FCF1	17.441347512381	31.0612095666667	8.24584854559524	8.94843572228571	20.4054943944464
FCGBP	0	0.0530154126190476	1.63555887083333	0.285960699142857	0.228791741517857
FCGR1A	1.14467350138095	1.02649351442857	2.16584868390476	1.31622063478571	0.250967694375
FCGR1B	0.07860946	0.0125383293333333	0.00373882971428572	0.1454954005	0.311665433767857
FCGR1C	0.019652365	0.00312790866666667	0	0	0
FCGR2A	0.961240251190476	0.240062813333333	0.173628241476191	0.695008264571429	0.571036288160714
FCGR2B	0	0	0	0	0
FCGR2C	0.0496822271904762	0.0151227074285714	0	0.207317508214286	0
FCGR3A	0	0	0	0	0
FCGR3B	0	0	0	0	0
FCGRT	2.18828521833333	3.44961415514286	1.5552998452381	0.423155249285715	1.03968914660714
FCHO1	22.0414278333333	27.0669805138095	51.7698594045238	2.42530946757143	0.196834731142857
FCHO2	9.51926734771429	4.90175024452381	8.9683712767381	8.92931803564286	10.6202819165714
FCHSD1	6.79004780357143	5.57202827171429	6.80005440485714	3.77585261092857	0.356610188839286
FCHSD2	8.287666702	4.89822977714286	18.9901620333571	5.66117851685714	2.12162833419643
FCMR	0.201032915904762	0.142227335761905	4.64383359535714	0	0
FCN1	0	0.0093837260952381	0	0	0
FCN2	0	0	0	0	0
FCN3	0	0.0201369231428571	0	0	0
FCRL1	0	0	0	0	0
FCRL2	0	0	0	0	0
FCRL3	0	0	0.00771985847619048	0.00359113007142858	0
FCRL4	0	0.019198273952381	0.0501790800952381	0	0.00249722535714286
FCRL5	0	0.0375349045714286	0	0	0
FCRL6	0	0	0	0	0
FCRLA	0	0.00342320238095238	0	0	0
FCRLB	0.547178362	0.177484711142857	0.513375944071429	0.3243323095	0.00499445071428572
FDCSP	0	0	0	0	0
FDFT1	807.599595542857	730.928009342857	980.381238219048	48.40138902	24.8911965875
FDPS	1.03081899090476	1.46353874666667	3.44808060585714	3.67390587907143	16.3008932908036
FDPSP2	0.019652365	0.0344069958095238	0.00340261514285714	0.0338557043571429	0.0914997669642857
FDX1	8.58566497085714	4.08943267814286	2.34241065728571	2.82499776478571	4.80467911617857
FDX1L	2.28791623309524	1.86224585819048	0.528704484357143	20.9780957764286	34.4123185316071
FDXACB1	2.46207867695238	1.90012603747619	4.33587119976191	4.99939919107143	5.66947060217857
FDXR	1.771535209	1.47693884971429	2.58185000595238	8.69380294007143	2.87825344260714
FECH	4.02057487290476	2.18915615728571	7.84517085452381	0.019116518	3.9915526075
FEM1A	12.2986601766667	10.6559252525238	24.2235228316667	17.0412192252857	32.3540724390357
FEM1B	11.9529195095238	10.3240655869524	11.719465593619	35.0275595092857	29.6846210047679
FEM1C	36.2091037842857	25.5618053647619	29.7371981245238	24.6221373636429	10.3530994532143
FEN1	43.70814929	33.5077413633333	37.5794428609524	16.3600803862143	35.4154326603929
FENDRR	0	0	0	0	0
FER	281.353249195238	199.244088119048	440.608520533333	157.294742605	57.9042487673214
FER1L4	5.03096848904762	4.40950394947619	3.50358439028571	2.60415053592857	0.242958288821429
FER1L5	0	0.0257049512380952	0	0.368124994285714	0.0724195353928572
FER1L6	19.3417504565714	14.59005613	38.968308632619	1.78695755114286	0.110170582821429
FER1L6-AS1	0.018484307	0	0	0	0
FER1L6-AS2	3.435214728	1.80138533042857	1.31912369802381	4.93722752839939e-17	0.023189884
FERD3L	0	0	0	0	0
FERMT1	21.7473680266667	11.8982142350476	19.0149036887381	0.859449268285715	0.00193881053571429
FERMT2	209.534122061905	140.982766990476	144.707492888095	62.5706326135714	105.771250471964
FERMT3	0.0698282233333334	0.102833884904762	0	0.671983695357143	2.02423284464286
FES	0.07860946	0.0587322060476191	0.0210418867142857	0.0117027874285714	0.179883720160714
FETUB	0.232418678619048	0.266848198	0.674259346238095	0	0.00933744960714286
FEV	0.0698282233333334	0.0213274726666667	0	0	0
FEZ1	1.51705740009524	1.21535368409524	2.87790112059524	0.301812398285714	0
FEZ2	643.685974242857	681.042474709524	554.846649411905	214.922650035714	146.917422389464
FEZF1	0	0.0290038131428571	0.0250862767380952	0.0473926247857145	0.00466872478571429
FEZF1-AS1	0.158924605666667	0.022745029952381	0.0347393631428572	1.4873431215	3.25754493053572
FEZF2	51.867266312381	24.9164715342857	57.2351362109524	8.26646903014286	1.55843114851786
FFAR1	0	0.0239624168571429	0	0	0
FFAR2	0.0725562647619048	0.267123533761905	0.117764728666667	0.0468447813571429	0.0113063295178571
FFAR3	0	0	0	0	0
FFAR4	2.53355275395238	1.32578493766667	0.434661608761905	1.93061481722014e-17	0
FGA	0	0.0273856192380952	0	0.210416574357143	0.00249722535714286
FGB	0	0	0	0	0
FGD1	7.727997998	9.82937499966667	3.31367979959524	3.20734911185714	8.542618106875
FGD2	0	0.0697760087619048	0.00336159790476191	0	0
FGD3	23.9133576304762	10.7310661247143	30.436178385	4.36788508007143	1.64205531196429
FGD4	107.927303338095	75.4442772109524	114.190288343571	21.3444988393571	23.0267919047143
FGD5	18.4501729680952	17.2440018066667	38.1218604292857	1.11980943257143	0
FGD5-AS1	0.116380372	0.522298641714286	0.0249833654047619	139.725422200714	183.268656646429
FGD5P1	1.1843460087619	1.00030536880952	0.795508218809524	0.0404681271428572	0
FGD6	85.6906114819048	31.0137606123809	77.9045574090476	67.9983110914286	14.5370851897321
FGF1	0.733108623571429	0.787987225285714	0	6.79920218539719e-18	0
FGF10	0	0	0	0	0
FGF10-AS1	0	0	0	0	0
FGF11	0.282917134761905	0.151139419666667	0.159603875785714	0.634555331785715	5.66357412442857
FGF12	4.66806573638095	3.73285530766667	1.78381439411905	0.111541263857143	0.152773193232143
FGF12-AS1	0	0	0	0	0
FGF13	0.362689730619048	0.182413016142857	1.00691865921429	2.63934639642857	4.29080943589286
FGF13-AS1	0	0.01773378	0	0.198294555357143	0
FGF14	345.9610711	311.711626033333	239.143995433333	23.542072721	0.684076396375
FGF14-AS1	0	0	0	0	0
FGF14-AS2	7.83635315366667	5.75164829357143	5.11071302588095	1.98007807928571	3.48208915383929
FGF14-IT1	0.41863033947619	0.0499022922857143	0.0143373938809524	0.010431887	0.0391805246785714
FGF16	0	0	0	0	0
FGF17	0.270870982952381	0.179153150095238	0.0413499197142857	1.17585241543594e-17	0.00957864407142858
FGF18	0.473873907238095	0.118326331380952	1.25859974669048	3.32341702785714	3.43741640330357
FGF19	0	0	0.00345366761904762	0	0
FGF2	0	0	0	0	0.0922191946071429
FGF20	0	0	0	0	0
FGF21	0	0	0	0	0
FGF22	0	0	0	0	0
FGF23	0.214635986142857	0.471404163571429	0.0428202106190476	0.104431537142857	0.253185262339286
FGF3	0	0.0314203304761905	0	0	0
FGF4	0	0.00375667771428572	0	0	0
FGF5	0	0	0	0	0.105504623535714
FGF6	0	0.00367143933333333	0	0	0
FGF7	0.0698282233333334	0.101623653857143	0	3.86122962175201e-18	0
FGF8	0.35212726947619	0.942800818190476	0.46709493847619	0.116300206	0.232850498089286
FGF9	143.847292380952	98.7932600461905	91.5359527078571	10.966212333	0.46021015025
FGFBP1	0	0.164477306761905	0.0308794339047619	0	0
FGFBP2	0	0.007093512	0.277702277571429	0	0.00595624060714286
FGFBP3	13.6614547877143	11.3087367494286	16.2864010089762	4.0093762345	0.367785419035714
FGFR1	82.9805397414286	70.4442884519048	57.510163817381	17.6942418484286	30.9579980625
FGFR1OP	180.78071542381	123.093242619048	173.111154	64.3016077935714	10.4656488819464
FGFR1OP2	87.064186027619	52.2074234880952	27.1422923328571	189.019309794286	75.1486776107143
FGFR2	6.99493785771429	3.13572347257143	19.9621190598571	9.4589587365	5.57230090185714
FGFR3	0	0	0	8.89068122528572	11.6937512085179
FGFR4	0.0369686143333333	0.0605999007142857	0	4.34015621207143	3.035802411125
FGFRL1	12.5648969090476	12.3948890570476	20.1499565861905	9.18378102564286	4.02611336816071
FGG	0	0	0.00385992923809524	0	0
FGGY	27.3974807266667	20.7231228414286	51.4509968252381	44.8487031260714	18.7383955166429
FGL1	0	0	0	0	0.00186561660714286
FGL2	0.0554529213333333	0.0249357836666667	0	7.72245927522468e-18	0
FGR	0.154052644761905	0.435171043333333	0.100948402380952	0	0.00233436239285714
FH	115.621324700952	108.523253217143	136.370295871429	38.1021044767143	15.3952504778214
FHAD1	1.94239490471429	2.64903257914286	4.84759660326191	2.56586609828571	0.233854867946429
FHDC1	0.473416286142857	0.0464893691904762	0.398790390309524	0.188036689571429	1.29374274378571
FHIT	24.8068993009524	21.2376889109524	24.231665075	6.64951678464286	0.447678133803572
FHL1	1.03693178395238	0.422647014809524	0.633356139809524	7.94229513421429	2.06076951125
FHL2	0	0.014187024	0	0.302819705357143	2.82841175392857
FHL3	1.20465352	2.87769216347619	7.42700387002381	1.41030117892857	1.27546806960714
FHL5	3.46013132738095	1.56855811057143	1.25646327038095	0.0263713375000001	0.00410785060714286
FHOD1	16.1435048919048	15.32636124	22.6808886829762	11.4337515561429	14.1203888637143
FHOD3	161.5325735	132.638636966667	196.107531559524	26.3623919702143	14.9555512587322
FIBCD1	6.99358502314286	3.92949759733333	12.130939738381	1.32032636557143	0.00249722535714286
FIBIN	0	0	0	0.00664324864285715	0
FIBP	8.15383872961905	7.41386475195238	18.9445730377143	22.9763899539286	19.5660499405357
FICD	6.70125631142857	5.84779987371429	4.19392816630952	1.58464375535714	0.576550682910714
FIG4	24.0559828942857	13.7018073561905	15.6349088402857	6.14258377771429	5.36128483357143
FIGF	0	0	0	0	0
FIGLA	35.8118287466667	28.7125432557143	74.6828126283333	22.5424298263571	8.99455756941071
FIGN	10.1903588959048	6.73405136542857	10.615620090381	5.04400378578571	2.39464910973214
FIGNL1	242.955887271429	181.648950314286	173.835013204762	98.0824775471429	56.7439571394643
FIGNL2	0.485566372952381	0.396981502333333	0.00680523028571429	0	0.747967936053572
FILIP1	0.046552149	0	0.499074439	6.70481898535714	19.5779938979643
FILIP1L	0	0	0	0.0269783158571429	0
FIP1L1	591.290743780952	451.0558342	310.502148538095	112.147030307857	225.417792457143
FIRRE	1.754806784	1.13485816252381	0.277968402619048	0.00869471614285715	0
FIS1	2.66291146871429	2.97391242004762	3.75729013497619	43.0044854964286	37.0485492680357
FITM1	0.0513508814761905	0.0699475711428572	0	0	0
FITM2	0.058957095	0.272569889	0.285227622976191	2.31698903285714	12.442958213375
FIZ1	1.95119430847619	2.50592782042857	2.70595068890476	0.116672841928571	2.17166063901786
FJX1	0.454572429952381	0.219122426285714	0	0	0
FKBP10	0	0.0544296072857143	0.254307270785714	0.0105058942857145	0
FKBP11	0.0729583018571429	0.021895360952381	0.882288032976191	1.20564992328571	5.03801861908929
FKBP14	10.1327440235238	6.41810424695238	8.74617315697619	0.899691468785714	5.46416813141071
FKBP15	70.0810265257143	58.7483078147619	72.220197487381	25.0911777827857	24.7481153170714
FKBP1A	62.6063063338095	69.0942669671429	98.4401662466667	26.58036682	8.87355399941072
FKBP1A-SDCBP2	0	0	0	0	0
FKBP1AP1	0.203406063285714	0.101601420095238	0.159288649309524	0.0213863455714286	0.00921454678571429
FKBP1B	1.24749961590476	0.0417659214285714	0.171441492095238	12.1426471168571	49.7413268139286
FKBP2	5.10757486409524	3.73780564861905	5.23100531347619	12.1217170555	11.9172868801607
FKBP3	14.5624895852381	7.37819072428571	4.32927061528571	14.3661787292857	26.5859165417679
FKBP4	65.49824992	49.0906014509524	76.5816600330952	155.061581066429	67.7451933925
FKBP5	26.3289888871429	19.7880826947619	20.8530826185238	17.0391501405	29.2701369539286
FKBP6	25.2387193738095	25.2650219285714	47.9253485959524	23.2975850345	14.1427399459643
FKBP7	0.0739372286666667	0.114919418	0	0.0151523154285716	1.42246924592857
FKBP8	0.858851161857143	0.208557754238095	0.383552452309524	0.265801016285714	0.943416870875
FKBP9	0	0.0770707932380953	0.00373882971428572	0.654940929428572	1.41139063260714
FKBP9P1	0.125977837619048	0.0214478717619048	0.00336159790476191	0.00322879964285715	0.026563055875
FKBPL	3.73911178561905	4.24154305747619	16.9290663012381	53.0678509257143	165.810394760714
FKRP	15.5135524509524	9.44494239871429	10.2344223209286	10.8718652838571	15.1306082084286
FKSG29	0.046552149	0.0120689275238095	0	0	0
FKTN	5.67086917042857	5.78067497690476	0.749569070738095	0.0601471532142857	1.45955105060714
FLAD1	15.8539415354286	12.0306245904762	26.4371222159524	49.4233010835714	97.3319392948214
FLCN	42.0664242357143	38.0870998295238	41.9949345330952	14.3748045061429	7.74736994433928
FLG	0.098261825	0.157394908714286	0.00336159790476191	0	0.00249722535714286
FLG-AS1	0	0.017116012	0.0116548750238095	0	0.00888383521428572
FLG2	0	0.00342320238095238	0	0	0
FLI1	6.11556545328571	10.7136781809524	13.197407795	0.176031642785714	0.124954552946429
FLII	30.136367037619	27.3832418290476	79.847452282381	14.7577513554286	8.13540030675
FLJ10038	0.355875436761905	0.0668461240476191	0	1.93889614471429	6.41476522901786
FLJ12825	0.125977837619048	0.003546756	0.00373882971428572	0	0.00233436239285714
FLJ13224	0	0.0414417008095238	0	7.98718599196288e-18	0
FLJ16171	0.110594378047619	0.079483975952381	0	0	0
FLJ16779	0	0	0	0	0
FLJ20021	4.14813985804762	4.61897296180952	7.38441251595238	2.30961397135714	0.534424496625
FLJ21408	0.019652365	0.0326958609047619	0	0.0298326427142857	0
FLJ22447	0.695164635095238	0.265714035285714	0.142979320095238	0	0
FLJ22763	0	0	0	0	0
FLJ23867	0.03930473	0.0624434456190476	0	0	0
FLJ25758	0	0.0338100995238095	0	12.7126260807143	27.3503161565714
FLJ26245	0.386851361714286	0.259822911285714	0.87395898402381	2.48659848267607e-17	0.152330746821429
FLJ26850	0.256754407714286	0.254852159333333	0.0442486378809524	0.159449754928572	0.006276736
FLJ27354	0.302246901952381	0.356103603047619	0.0806783492380953	0	0
FLJ30679	6.78228704885714	1.64401486209524	2.77689509283333	0.051090967	0.657424526410714
FLJ31104	0.917763398809524	0.323130493857143	0.0818677862142857	0.0117027874285714	0.00249722535714286
FLJ31356	0.0554529213333333	0.011491211	0	1.93061481722014e-17	0
FLJ31662	0	0	0	0	0
FLJ32255	0.0931042976666667	0.0160919033333333	0.0820175061428572	4.47413831864286	0.335280866107143
FLJ33360	0	0	0	0	0
FLJ33534	3.19085939804762	4.49652062247619	5.59645437269048	0.467582935857143	0.240510863178571
FLJ33581	0	0.00342320238095238	0.105279578809524	0	0.0638663758214286
FLJ34503	0	0	0	0	0
FLJ35934	0	0.007093512	0	5.09940162794566e-17	0.0361068605357143
FLJ36000	1.74979787461905	2.57866205195238	0.520848343738095	0.0158867055	0.0179791708392857
FLJ36777	0.019652365	0.0897381874285714	0	0	0
FLJ37035	0.366592528095238	0.379719279333333	0.0358090018809524	0.00305211857142857	0.120551416178571
FLJ37201	0	0.00684640485714286	0	0.773065412571429	0.272769567714286
FLJ37453	2.92549501119048	2.88101819447619	2.08209171997619	4.25949475142857	12.1332421048929
FLJ37505	0.0650434214761905	0.114495409809524	0	0	0
FLJ38122	0.176871285	0.866499024	0	0.0778711156428573	0
FLJ38576	0.019652365	0.0803406196666667	0.00373882971428572	0	0.003749022
FLJ40194	0	0.0471052948571429	0.1174015475	0.00368892050000002	0.0103391672142857
FLJ40288	0	0	0.463384280166667	0.0702167243571429	0
FLJ41200	0	0	0	0	0
FLJ41278	0	0	0	5.19708162219753e-18	0
FLJ41941	0	0.0477287117142857	0	0	0
FLJ42102	0	0.0122294452857143	0.00340261514285714	1.35541292475442e-18	0
FLJ42351	0	0.0344491002380952	0	0	0
FLJ42393	0	0	0	0.369553453285715	4.65782460205357
FLJ42627	47.4288889128571	33.3304949195238	89.8451502464286	12.8453595385714	1.382198691875
FLJ42969	0	0	0	0	0
FLJ43315	1.36346870057143	1.26561951819048	2.06028227888095	1.40813436571429	1.95807326410714
FLJ43879	0	0.0388058283809524	0.0172683379047619	0	0
FLJ44635	0.817395547047619	1.60348733257143	3.93368532630952	3.5061360515	3.595677694375
FLJ45079	0	0.0574543082380952	0	0	0
FLJ45513	0	0.00375667771428572	0	1.00113891542857	1.72845628794643
FLJ46066	0	0	0	0	0
FLJ46284	0	0	0	0	0
FLJ46906	0.951920631857143	0.451105523428571	0.321001655095238	0.325312051857143	0.0844706542142857
FLNA	7.30699039557143	5.90747015485714	25.5482821869048	4.95634731171429	0.227330993607143
FLNB	31.414989982381	32.7316482671429	35.0140712766667	13.6895276494286	26.39717634925
FLNC	9.59096984066667	11.9929690809524	18.6644725096667	3.30956193635714	0.00478932203571429
FLOT1	114.056250066667	118.39362277619	122.304115749048	93.785969775	43.81850076125
FLOT2	28.0716096114286	16.741068727619	22.3748224780952	3.22394244214286	1.26454963910714
FLRT1	0.0650434214761905	0.00751335542857143	0	0	0
FLRT2	0	0.0461078280952381	0	3.02885498092857	0.0622611864285715
FLRT3	0	0	0.0252062272142857	0	0
FLT1	3.24686982671429	3.00122626928571	3.10477502333333	6.26073707528572	0.180745217946429
FLT3	1.37712374338095	1.62552880728571	2.55709296940476	0.949217587285715	1.81979539526786
FLT3LG	0.458820625761905	0.935827370523809	1.83719745766667	3.22433237828571	4.24225236732143
FLT4	0	0.0313528384285714	0.0840487562380953	0.00765522107142858	0.0453898543928571
FLVCR1	1.71035042314286	1.09219728209524	1.00404884164286	7.16108692028572	5.71869600296429
FLVCR1-AS1	3.54427448571429	1.80723969771429	0.0548873294761905	2.00544110157143	0.00314461942857143
FLVCR2	137.5591334	105.483247985714	92.7347662897619	24.2764056502143	21.4958734719643
FLYWCH1	4.83715561752381	4.079880314	4.91912170288095	16.1449365524286	28.5137074817143
FLYWCH2	30.952426577619	12.5555032777143	19.8218198502381	21.1508446835	15.4725610636786
FMN1	209.478402414286	234.738015038095	269.828621421429	66.8862530185714	26.0059784342679
FMN2	44.0415689776191	37.9789390242857	37.4314132528571	9.2933275715	7.25023600403571
FMNL1	6.75205299209524	10.6771427327619	12.0609240013571	4.43216193957143	1.10832595176786
FMNL2	62.769352962381	55.4616991333333	92.0676951330952	11.4190128030714	13.8672292938036
FMNL3	0.75870236752381	1.06977319180952	0.407020084452381	0.224285854428572	0.284498902892857
FMO1	0	0	0	5.50901724873297e-17	0
FMO2	12.7408784248571	112.489388993143	31.7498048780238	19.7955240332857	4.24454899160714
FMO3	0.684765138952381	1.50752371614286	0.356759728285714	0.177062400642857	0.0461183696428572
FMO4	0	0	0.701656497595238	0.273091405214286	0
FMO5	4.71140272442857	3.78731027128571	8.25012194771429	0.177567566642857	1.59441900133929
FMO6P	0	0.0998599285714286	0	0	0
FMO9P	0	0	0	0	0
FMOD	0	0	0	6.62028276643412e-18	0
FMR1	33.0036558771429	25.9115525409524	24.9077806395238	44.2391650071429	30.9571512458393
FMR1-AS1	0.75320920552381	0.929593897523809	0.0394747061904762	0.376395721142857	0.00499445071428572
FMR1NB	0	0	0.0463191508571429	50.2682294077857	123.10012535625
FN1	778.119954314286	1351.0303271619	717.575202416667	206.8726419	47.6453562342857
FN3K	0.510171507571429	0.205809122571429	0.567898949571429	0.151238437	0.21702916425
FN3KRP	13.0633067068571	13.2508250857143	19.2268734268571	21.7120969565714	37.8612380643214
FNBP1	237.5877253	199.869214090476	209.361836592857	317.104933678571	306.235217323214
FNBP1L	134.968163727619	92.19653842	81.1801663785714	22.4005812199286	40.8213179382143
FNBP4	104.108832226667	51.9258968828571	36.1191072702381	84.8174090228571	98.9308313628571
FNDC1	0	0	0	0	0
FNDC3A	14.0654407859048	8.12873821942857	15.8010144055476	4.17056550378572	8.71220961146429
FNDC3B	435.329435071429	336.697048871429	369.479201157143	62.32249885	45.5541565483214
FNDC4	5.30695316338095	3.94299466861905	2.11724579914286	5.88859004635714	1.364491072125
FNDC5	0.046552149	0.301526384666667	0.248099518095238	0.0889977151428572	1.84661866019643
FNDC7	2.63983041457143	0.64328146	0.834580940976191	2.79453296271429	1.58378656841071
FNDC8	0.204081512047619	0.0858938080476191	0	0.211509972071429	0.405842784339286
FNDC9	0.018484307	0.003546756	0	0	0
FNIP1	5.83350507495238	5.45845094576191	3.07059014364286	5.20077373235714	4.82999720317857
FNIP2	274.571439590476	220.167846595238	380.928174583333	55.8181566828572	17.3137074735
FNTA	62.5533956514286	51.3621227680952	56.8339637323809	34.9076437228571	17.1177573844286
FNTB	0.424982090285714	0.468749973285714	0.356006700047619	0.0770125605	0.517461732714286
FOCAD	9.20832706561905	7.98424886	16.9731651709524	17.3318924467857	11.2098026755536
FOCAD-AS1	0.111860994761905	0.223870413047619	0	0.129725651714286	0
FOLH1	0	0	0	3.13081806264286	0.570915785714286
FOLH1B	0	0	0	0.457114213357143	0.580192354303571
FOLR1	0.728550577904762	1.668232732	1.17363542171429	4.00610554485714	0.263181132321429
FOLR2	0	0	0	0	0.0105670764821429
FOLR3	0.019652365	0	0.473332495142857	1.59743719522051e-17	0.0413127903571429
FOPNL	55.740800852381	35.7640262561905	37.9515690754762	23.6878401721429	57.52599717125
FOS	76.3100998952381	45.6076624147619	212.836987861905	321.780386657143	106.117371116393
FOSB	30.0325694204762	26.7702511542857	48.8079711797619	15.9823214975	2.83146497839286
FOSL1	0.018484307	0.00367143933333333	0	1.04278359364286	0.118276290535714
FOSL2	14.9668731438095	14.6572152104762	28.0865244145238	3.22109664742857	12.8312724692679
FOXA1	0.315626607238095	0.0538751583809524	0	0.00263713378571429	0.691984572589286
FOXA2	0.0746269561428572	0	0.165554645809524	0.0206909852857144	0.190174937535714
FOXA3	0	0.0469425351428571	0	0.177143719285714	1.13564464616071
FOXB1	0	0	0	0	0
FOXB2	0	0.00625581742857143	0	0	0
FOXC1	3.0487276457619	1.89203008285714	0.430100100785714	4.81979684114286	0.783778179767857
