average_zygote	average_Twocell	average_Fourcell	average_Eightcell	average_Morula
ABHD15	0.330663774476191	0.010640268	0.280380352214286	6.55324230221429	29.6849934047143
ABHD16A	62.9829460952381	72.7682717990476	83.6332936916667	15.4479605465	2.46783592232143
ABHD16B	0.144455179142857	0.176799787428571	0	0.119415551285714	0.0238898424821429
ABHD17A	1.78376321180952	0.638465446238095	0.47568229902381	0.108194363071429	0.572148612482143
ABHD17B	127.459140444762	47.6443713361905	31.2484373080952	69.3516058892857	14.0988125302679
ABHD17C	2.12640323066667	2.26787426652381	0.611772785238095	14.1512929284286	52.3125793071428
ABHD2	257.158978209524	168.584395042857	306.273789369048	50.4928275885714	19.8029166761964
ABHD3	32.0323479119048	21.0616208438095	29.9081700435714	33.7175710214286	28.7311915258929
ABHD4	0.25092032952381	0.112157924	0.00760461252380953	1.35541292475442e-18	0.00233436239285714
ABHD5	12.9540872814286	5.12384454980952	4.3061141315	37.1717023357143	24.94659563075
ABHD6	0.578814596238095	1.1017032612381	0.314110171833333	0.461688440714286	11.6364584280357
ABHD8	0.0962343761904762	0.156104186619048	0.375802788428571	0.6861500705	0.833768034732143
ABI1	90.1528364885714	64.742003932381	76.5680227252381	29.6520782707143	26.44962393875
ABI2	71.2650501985714	74.0542634566667	69.7799359921429	30.862638055	11.9915111173036
ABI3	0.0369686143333333	0.014187024	0	0.0808439510714286	0.167469729607143
ABI3BP	32.8562891366667	20.2840147380952	38.1398294045238	10.4417336029286	0.282631945214286
ABL1	113.870512408571	103.776444707619	130.328944585238	43.6623073514286	42.7628456001786
ABL2	97.3082372857143	79.8256806595238	90.5499107752381	73.0409374821429	54.1554722628571
ABLIM1	3.85236755666667	11.3782079085238	12.5818061271429	5.74055742507143	11.4121993040179
ABLIM2	11.0406839491429	8.30820084095238	26.6324684411905	8.36126908871429	0.325378373464286
ABLIM3	0.480013587238095	0.406214804904762	0.0115797877142857	3.55376369601653e-17	0
ABO	0	0.194217852761905	0.356388675	0.00368892050000002	0
ABR	39.0993873747619	51.4349630819048	140.884941065238	35.0186136842857	13.9920783206429
ABRA	0	0	0	0	0.00934120028571429
ABRACL	0.334807607190476	0.190056088	1.09426452347619	5.43168568757143	4.466663955625
ABT1	0.72855819152381	0.412016929333333	1.46854972045238	167.689288628571	197.606562780357
ABTB1	0.522583906095238	0.452092011857143	0.985543465809524	2.60565977435714	1.886947230625
ABTB2	112.431451651429	232.3531129	175.924772685714	41.7888712478571	20.7646082432143
ACAA1	17.9400599047619	15.8357210514286	35.285843472619	21.9457141391429	10.8631076743036
ACAA2	71.1992247195238	54.4624069533333	68.4324351559524	41.153968995	65.0512126908929
ACACA	16.8147301971429	13.4169283457143	28.4809171766667	23.6352691352143	38.2098276339286
ACACB	1.7382767087619	0.430435506333333	2.61404268261905	1.14831752814286	0.879548153196429
ACAD10	0.907439174238095	0.751590744809524	0.201299576238095	8.73029478978571	11.859891007
ACAD11	9.39446644819047	5.95730042009524	9.93580554764286	1.17160032685714	0.0110996902857143
ACAD8	24.3146363404762	13.8037533671429	19.3340259634524	14.1424412390714	5.41532528330357
ACAD9	20.1659260419048	19.1157603342857	16.0362263266667	12.3523864118571	5.96633301141071
ACADL	0	0.0321838065714286	0.00385992923809524	0.00745377571428574	0.00205392528571429
ACADM	3.21746346190476	1.63099500528571	2.90181143785714	0.0138255087142857	0.469516684464286
ACADS	3.39400700252381	1.49245112242857	2.8031181762619	3.15986473607143	1.48126568235714
ACADSB	16.2898845161905	11.5652052933333	16.8828626543095	37.0626749714286	11.0060003310714
ACADVL	6.36274369909524	6.47065109323809	4.40975973552381	1.25073766864286	0.0081105205
ACAN	0.276546183238095	0.182783060952381	0.397531744452381	0.00506187307142858	0
ACAP1	0.0746269561428572	0.0150267108571429	0.139561770238095	0.802554318285714	0.578430065696429
ACAP2	49.3096371766667	35.9006050014286	43.3829531911905	18.4164448008571	21.4269051946786
ACAP3	0.249804523047619	0.614368643285714	0.883463834357143	0.0139902846428572	0.157023526232143
ACAT1	75.353575007619	48.5077023285714	54.3104288080952	38.4384698442857	30.6971460007143
ACAT2	42.7134926761905	30.3920486809524	87.7842292947619	31.630677996	12.79241378175
ACBD3	117.917241342857	85.7017350695238	88.4951952140476	160.162754837143	65.2193614501786
ACBD4	0.506826886142857	0.467864826714286	0.0385055934761905	0.0180476602142857	0.376005328785714
ACBD5	0.258858984952381	0.667928995571428	1.92282802952381	93.1758122121429	83.6364479039286
ACBD6	11.4609137665714	8.83741460980952	7.57691817621429	2.96929313642857	10.0360840871071
ACBD7	0.221890370619048	0.0626620191428571	0	0.278500182714286	0.106383713357143
ACCS	0.137566555	0.0245064335238095	0	0	0.1418844475
ACCSL	510.508389404762	795.588434195238	1707.3497795	89.659085875	10.8392570267679
ACD	31.3463756590476	25.8632644109524	24.5902116080952	12.6519551548571	6.87333834858929
ACE	0.019652365	0.0900960156666667	0.0465649355952381	1.63955021428571	6.41629446646428
ACE2	117.56096380381	85.1248127680952	73.4044530776191	1.87436751878571	0.180687631696429
ACER1	0	0.00375667771428572	0	1.15392094292486e-17	0
ACER2	1.36730673261905	0.47139135352381	0.846873160595238	56.9894695221429	28.0878455451786
ACER3	30.0591203609524	19.7824543928571	23.1866499080952	6.7954400115	41.0423044526786
ACHE	0.649359387142857	0.611604070238095	0.274784255547619	2.35230630371429	0.365603570464286
ACIN1	67.7401472038095	57.3320608033333	70.0415956957143	67.2977958492857	53.5265330298214
ACKR1	0	0	0	0	0
ACKR2	5.21055960095238	3.54515213866667	2.94281086495238	0.0130925737857146	0.150817969892857
ACKR3	0	0.0146857574285714	0	0	0
ACKR4	2.12395611266667	1.391816248	1.95265634664286	3.31014136735673e-18	0
ACLY	244.560088871429	202.829924171429	282.231806288095	80.2241216878572	75.5651885
ACMSD	0	0	0	0	0
ACO1	37.9794040261905	19.1911186833333	35.7906029352381	12.5715217287857	17.7223723600179
ACO2	10.6473785320952	7.14181854333333	31.37305095	15.0461229753571	13.5330392385714
ACOT1	6.95529648528571	1.63852837328571	1.96274616552381	1.1593390625	1.98395929332143
ACOT11	0.384352280857143	0.279400036238095	0.128917646476191	5.48535122571429	6.35240917966071
ACOT12	0	0.0338256833333333	0.00397364504761905	0	0
ACOT13	33.3268731795238	28.4452171204762	20.9119068690476	23.8006699328571	30.0452538842857
ACOT2	19.926197392381	12.8561074957143	8.52664677457143	6.41188309478571	15.6819950755357
ACOT4	11.1070319053333	9.11793504176191	14.5294535185238	12.0099117399286	15.5725459806964
ACOT6	0	0	0	0	0
ACOT7	18.5563175433333	12.4793789371429	24.220717111619	10.3915367061429	24.9737161799821
ACOT8	1.98761266480952	1.47469874114286	4.82114134811905	2.51723606985714	4.66610590014286
ACOT9	36.3009133452381	36.453951467619	81.7447119826191	35.4410119421429	34.1613354732857
ACOX1	15.1507476270476	9.55632651219048	11.3756894879286	9.73994973592857	9.07377817478571
ACOX2	0.019652365	0.0538251964761905	0.5605162565	0.271754478214286	0
ACOX3	6.882918122	4.88064049985714	11.9472361675952	14.7671298825714	9.37517464142857
ACOXL	3.48771545085714	3.59571157138095	6.71436886752381	0.288213509214286	1.12468473223214
ACP1	61.611218107619	46.2717046919048	44.1299966104762	194.459439764286	285.144641723214
ACP2	2.30431218352381	2.11637408452381	3.50461878028571	0.958391603785714	3.6331510575
ACP5	0.549025581952381	0.490354746571429	1.18646042640476	0.292177152928572	3.01151308985714
ACP6	3.9354853607619	4.50418971623809	7.65928836980952	0.660204771428572	0.825937299428571
ACPP	0.0513508814761905	0	0	0	0
ACPT	0.30537698047619	0.35789951252381	0.347645108142857	0.00649599742857144	0.130803590160714
ACR	0	0.0122294452857143	0	2.39522487558271e-18	0.117485701410714
ACRBP	0.485434008619048	0.361441445857143	0.148302022119048	0.0109132667857143	0.216948672267857
ACRC	0.251346141333333	0.43680187347619	0.561940408071429	44.1577320357857	0.948577144375
ACRV1	0.790017432857143	0.290454553952381	0.244147616285714	0.822405011214286	1.33132414453571
ACSBG1	0.692311113809524	0.30103535352381	1.47957783511905	4.6485223205	0.171547356642857
ACSBG2	0.210031226190476	0.404369292666667	0.0730389537857143	0.0223715197857143	0.174735179035714
ACSF2	0.019652365	0.0368235848095238	0.12993903	0	0
ACSF3	2.79411496704762	2.18468647980952	7.38301836716667	0.0348254389285715	1.46498925517857
ACSL1	19.5539540790476	13.0487401942857	31.4475929716667	23.2123981165714	17.9977286660714
ACSL3	208.14404622381	77.2402849357143	51.1366773147619	128.443704602857	313.481005789286
ACSL4	5.03734102047619	4.04161989704762	6.53101803140476	40.5284829557143	52.8183509919107
ACSL5	2.05893790885714	2.61109826561905	2.5412196142381	0.338110273285715	0.00314461942857143
ACSL6	0.0232760743333333	0.0291003076666667	0.00345366761904762	0	0.0114115492142857
ACSM1	0	0	0	1.14146600108508e-18	0
ACSM2A	0	0	0	7.80550214938915e-18	0.0611038141964286
ACSM2B	0	0	0	0.0342108811428574	0.0548827155178572
ACSM3	0.111860994761905	0.0319208040952381	0	1.30630220657143	0.426098277232143
ACSM4	0.149253911952381	0.131246918666667	0.155530078761905	0	0
ACSM5	0	0.00342320238095238	0	0.472145430142857	0.037706401375
ACSM6	0.0739372286666667	0.116336274095238	0	0	0.133946843392857
ACSS1	0	0	0.0054627880952381	0	0
ACSS2	5.65718790285714	5.34103384404762	6.23792611142857	40.35065148	40.4568968573214
ACSS3	10.7951621	4.79333457385714	15.4272549786667	0.6954648295	0.0288591947142857
ACTA1	0.018484307	0.0885096901904762	0.218586507047619	5.66438908485714	1.61874486678571
ACTA2	0.0232760743333333	0.00342320238095238	0.0457257546190476	3.8728654156677e-16	0.0490372554464286
ACTA2-AS1	0.019652365	0.0492527363809524	0	0	0
ACTB	206.622041285714	326.102936195238	480.776804761905	802.475765864286	875.6721804625
ACTBL2	0	0	0	0.0128473426428571	0
ACTC1	0.0232760743333333	0	0	0.141540493928571	0.00999208539285715
ACTG1	1546.67347090476	2302.91368447619	2576.10651321429	1436.41066082857	1590.55061077857
ACTG1P17	0	0.0692854418571429	0.00397364504761905	0.0164743445714286	0.229787835875
ACTG1P20	2.62956418680952	3.28995105728571	1.15185899745238	21.8787312680714	11.3413891031071
ACTG1P4	0.0496822271904762	0.0254918552857143	0.00864718219047619	0.0233813329285714	0
ACTG2	41.4456654304762	40.1314562361905	45.5306992864286	16.4060252807143	0.358839940910714
ACTL10	0	0.0389203118095238	0	0	0
ACTL6A	116.222727852381	53.2612593914286	73.1367000480952	39.9117579728572	67.6967872576786
ACTL6B	0.019652365	0.00751335542857143	0	0	0
ACTL7A	0	0	0	0	0.0119537706071429
ACTL7B	2.63428491590476	1.68704113561905	5.12957158483333	0.468276133285715	0.0176882852142857
ACTL8	1829.59510771429	3769.96498804762	2972.62284171429	1449.45756914286	165.277557957857
ACTL9	0	0	0	0	0.00186561660714286
ACTN1	214.960417919048	159.831169219048	192.333895121429	24.1251586452143	20.1302481505357
ACTN1-AS1	0.12490314952381	0.100148735619048	0.0100847936190476	3.31014136735673e-18	0
ACTN2	0.210122819761905	0.0150267108571429	1.24363330464286	4.10028951264286	1.49731262317857
ACTN3	6.58891871985714	7.28360871085714	11.7495628591667	1.75627094228571	0.753330330625
ACTN4	25.4655100738095	31.4745530709524	37.0354428066667	36.5854290078572	74.88869805125
ACTR10	39.9051448642857	37.2740168752381	41.5661822042857	17.7580546072143	53.20923215625
ACTR1A	19.9253816452381	17.4208721266667	12.5550984714286	33.9857282623571	45.2440663255357
ACTR1B	21.5121799195238	16.7347739347619	19.5211286582381	3.06926709757143	1.56173477310714
ACTR2	245.196109447619	217.239837328571	252.480665297619	65.4821178835714	72.8447417469643
ACTR3	176.66035447619	137.765200033333	99.5186682838095	92.4472687942857	196.323682930357
ACTR3B	28.3032178261905	23.662527202381	18.5767316114286	6.21766890285714	5.85523275319643
ACTR3BP2	0	0	0	0	0
ACTR3BP5	0	0	0	0	0
ACTR3C	0.286774913904762	0.0760870639047619	0.0610306653333333	0	0
ACTR5	21.1051975419048	13.4037548542857	22.3078941192857	42.7791606821429	26.9818772142143
ACTR6	3.3791147967619	2.06123929895238	0.496503055476191	59.3823707728571	73.3523488035714
ACTR8	8.67848041238095	6.50551845795238	16.7216807045238	10.5335397321429	25.3716660378571
ACTRT1	0.0232760743333333	0.0857630001904762	0	0	0
ACTRT2	0	0	0	0	0
ACTRT3	0	0	0	5.06309925864286	2.95505346955357
ACVR1	62.4247149057143	35.9297170133333	74.1734459702381	27.0769570192857	12.1938429535179
ACVR1B	484.695485709524	474.090641395238	332.358579283333	48.5509400464286	16.1414986390893
ACVR1C	8.58614536809524	4.41533071714286	1.68442040630952	0.789108589285714	1.04678967258929
ACVR2A	53.8515408804762	42.9977374719048	44.2809868988095	52.11894407	19.7741805449464
ACVR2B	229.859174104762	170.907580085714	124.984535095476	45.9718802014286	60.0737991178571
ACVR2B-AS1	0.393294706476191	0.250554504666667	0.277952787690476	0.995460922785715	0.00595624060714286
ACVRL1	0.0746269561428572	0.223776388809524	0.266542991833333	0.00539356692857145	0.0280581803035714
ACY1	0	0	0	0	0.0268840024642857
ACY3	0	0	0	0	0
ACYP1	13.2037603547619	13.8677520595238	10.7001668426905	5.18384429378572	1.35098459680357
ACYP2	0.494330346428571	0.476361339380952	0.265719849	0.795990659071429	0.928963619767857
ADA	54.8677227595238	44.9365012657143	103.981949216429	33.9268804408571	5.94225329946429
ADAD1	148.646635342857	142.817017109524	142.716074992857	24.272192416	29.5005101663214
ADAD2	11.4606656425714	10.571094857619	11.3665830169286	4.36291991171429	1.486264321875
ADAL	51.5585280309524	47.4027457266667	24.1591007189524	25.5917205950714	45.0313354076786
ADAM10	112.271206085714	81.6499556385714	90.7599044845238	50.107349645	50.7043920910714
ADAM11	0.794990610904762	1.00914459861905	2.81011168752381	0.238919689142857	0.00198636042857143
ADAM12	7.19235847380952	5.17822108557143	9.61181502271429	2.18174334121429	0.980786572589286
ADAM15	6.60662052290476	5.50950217490476	10.4141638858571	8.916479487	4.98344297428571
ADAM17	99.4624824028572	83.1641010057143	107.545604215476	57.3433646678571	41.6752633130357
ADAM18	0	0	0	0	0.003749022
ADAM19	147.516787171429	120.720218504762	114.429321495714	12.2983491498571	17.8310213008393
ADAM1A	0.0853632478571429	0.0128898658095238	0	0.0316223204285715	0.0682134789821429
ADAM2	0	0	0	0	0
ADAM20	0.03930473	0.0205392144761905	0	0.0742545291428573	0.134562651107143
ADAM20P1	0	0	0	0.945099425142857	0.0239387473928572
ADAM21	2.02977279438095	1.190220793	2.02443798502381	4.91462937013409e-18	0.482231148285714
ADAM21P1	0.105417650095238	0.10840057547619	0.306723917833333	0	0.0527959764285715
ADAM22	1.49450031714286	1.36908530433333	0.570497012880952	0.100299180785714	0.639799059035715
ADAM23	9.022979631	4.68002944666667	1.91281683540476	3.66623815135714	5.36447765533929
ADAM28	2.96871056861905	2.14805331971429	3.60924146657143	3.204936214	1.22127561321429
ADAM29	0	0	0	1.43387508216059e-18	0
ADAM30	0	0	0	0	0
ADAM32	0.861798320333333	0.194187491095238	0.0103610027619048	1.26192623207143	0.0451853948571429
ADAM33	0	0.0263045359047619	0	0	0.595201388625
ADAM3A	0	0	0	0	0
ADAM5	0	0	0	0.768509062357143	0.197943792410714
ADAM6	0	0.00684640485714286	0	0	0
ADAM7	0.0729583018571429	0.0160919033333333	0.00912252321428571	0	0
ADAM8	16.2906911314286	10.1126580698571	11.8682616152857	1.07296698764286	0.3946513525
ADAM9	5.22714261333333	4.69422033547619	4.19599079152381	32.0623606018571	42.6265841491071
ADAMDEC1	0.098261825	0.0411231411904762	0	0	0
ADAMTS1	0.12939015	0	0	12.1914824255	2.00389818205357
ADAMTS10	0.35672812952381	0.679520718714286	0.389422424214286	0.0035911300714286	0.242941404375
ADAMTS12	1.1652060942381	1.712895142	1.03994023357143	0.593068497857143	0.1260555695
ADAMTS13	0.0513508814761905	0.127105224285714	0.0455487189047619	0.0292952	1.15883597271429
ADAMTS14	3.07375734280952	3.287013552	7.04113926864286	0.0790939271428572	0.00193881053571429
ADAMTS15	3.91733648	4.94753902247619	4.97409190671429	0.0308442354285715	0
ADAMTS16	0	0	0	0	0
ADAMTS17	29.4033417128571	22.3875718261905	46.6931464180952	11.6966635431429	1.45097984416071
ADAMTS18	25.69901265	15.0237200719048	15.0424076585714	2.88253408442857	2.01598929291071
ADAMTS19	0.282495897380952	0.219850383190476	0.116568470690476	0.434529060571429	0.117549596053571
ADAMTS19-AS1	0	0.0215125812857143	0	0	0
ADAMTS2	4.37571527228571	4.50260679390476	3.45081624104762	0.0207406861428572	0.261175274053571
ADAMTS20	0	0.007093512	0	0.112013358571429	0.7136922865
ADAMTS3	30.0069265957143	27.1899147290476	6.38275967902381	4.66844622678572	2.61540369821429
ADAMTS4	0	0.0304613350952381	0.0132366013095238	0.2948209165	0.174295085321429
ADAMTS5	1.15065624019048	0.549784108285714	0.173533293404762	0.091229177357143	0.158256935321429
ADAMTS6	0.019652365	0.142879844666667	0	1.51271143714286	0.856508323535714
ADAMTS7	0.0853632478571429	0.136302580333333	0.284095724380952	0.0173894323571429	0
ADAMTS7P1	0.0513508814761905	0	0.026171808	0	0
ADAMTS8	0.058957095	0.0321247498571429	0.0724866446190476	0	0
ADAMTS9	156.019583214286	119.693482766667	188.451390883333	26.1165076303571	8.54563381535715
ADAMTS9-AS1	1.44888357342857	1.20598292233333	0.0358048868095238	6.62028276643412e-18	0.0126508706071429
ADAMTS9-AS2	0.138980650142857	0.168255809714286	0	0	0
ADAMTSL1	72.9498444685714	57.7446756738095	121.07226794881	13.4152946091429	0.791772137339286
ADAMTSL2	0.221729715904762	0.106549036095238	0.25993798552381	0.00585177957142857	0.0122960800892857
ADAMTSL3	43.0852189933333	34.0714547933333	61.5127429852381	14.7803384362857	1.37720099714286
ADAMTSL4	0.0232760743333333	0.0657276079047619	0.023818306	0.00610423707142866	0.069095377625
ADAMTSL4-AS1	0	0	0.00336159790476191	1.19481283378571	0.101642338196429
ADAMTSL5	7.34177233547619	5.96373997404762	4.89224628357143	2.40781997121429	8.52052748514286
ADAP1	16.8337185904762	16.0693169261905	21.7200963728571	5.31690237107143	0.0327216418928571
ADAP2	0	0.0183571967619048	0.426693636904762	14.9603695755714	14.7822217104107
ADAR	633.44886342381	535.268638542857	603.899010042857	85.5731334271429	21.7352662873214
ADARB1	11.5748157061905	9.5971102897619	12.351880967619	3.89691593821429	0.587787143910714
ADARB2	20.3089692590476	3.78512817933333	7.19980911921429	0.336156191071429	0.264897135196429
ADARB2-AS1	0	0	0	0	0
ADAT1	226.999699566667	190.473080866667	154.521121215476	89.1658883421429	60.4608006658929
ADAT2	0.0232760743333333	0	0	4.07263982578572	9.59903653855357
ADAT3	0.513021963476191	0.573123918761905	0.318750451880952	3.456422959	1.77656223648214
ADCK1	0.680129056809524	0.414651722047619	0	0.0606798900714287	21.8486963137143
ADCK2	16.2327831461905	17.729074842381	25.8583604866667	12.2929284717857	32.4847578452143
ADCK3	8.72450217180952	5.69353024852381	18.2606306310952	18.4888807754286	43.04848766
ADCK4	0.374012756142857	0.140796468095238	0.423128476666667	0.506558575857143	6.57839886453571
ADCK5	0.512205734857143	0.394568620619048	0.0560824458095238	6.03682865021429	3.03819416214286
ADCY1	2.49992111452381	4.04667739428571	6.03890373476191	0.204112163571429	0.003138368
ADCY10	0	0	0.290995930738095	2.25277576442857	2.30690037473214
ADCY10P1	0.176645957095238	0.31367359252381	0.389304131285714	4.26551962778572	3.57896986598214
ADCY2	4.40456802566667	1.38548740480952	13.088070943119	0.0781034289285717	0
